District,Block,School Name,UDISE Code
Chumoukedima,Dhansiripar,GHS Akahuto,13060100901
Chumoukedima,Dhansiripar,GPS Phushito,13060103301
Chumoukedima,Dhansiripar,GHS Dhansiripar,13060102002
Chumoukedima,Dhansiripar,GMS Amaluma,13060102502
Chumoukedima,Dhansiripar,GMS Dhansiripar,13060102007
Chumoukedima,Dhansiripar,GMS Diezephe,13060101802
Chumoukedima,Dhansiripar,GPS Khopanala,13060103501
Chumoukedima,Dhansiripar,GMS Doyapur,13060102102
Chumoukedima,Dhansiripar,GPS Doyapur,13060102101
Chumoukedima,Dhansiripar,GPS Ganeshnagar,13060100301
Chumoukedima,Dhansiripar,GMS Hazadisa,13060101202
Chumoukedima,Dhansiripar,GMS Khekiho,13060100602
Chumoukedima,Dhansiripar,GMS Kiyeto,13060101402
Chumoukedima,Dhansiripar,GMS Razhaphe,13060102702
Chumoukedima,Dhansiripar,GPS Razaphebasa,13060103101
Chumoukedima,Dhansiripar,GPS Khiamnok,13060302704
Chumoukedima,Dhansiripar,GHS Lhothavi,13060102302
Chumoukedima,Dhansiripar,GPS Ghowoto,13060102401
Chumoukedima,Dhansiripar,GPS Khekiye,13060100401
Chumoukedima,Dhansiripar,GPS Shikuto,13060103401
Chumoukedima,Dhansiripar,GMS Manglumukh,13060101102
Chumoukedima,Dhansiripar,GPS Daniel Hollohon,13060100501
Chumoukedima,Dhansiripar,GMS Shikavi,13060101002
Chumoukedima,Dhansiripar,GPS AK Industrial,13060103601
Chumoukedima,Dhansiripar,GPS Toshezu,13060100701
Chumoukedima,Dhansiripar,GMS Disaguphu,13060101302
Chumoukedima,Dhansiripar,GMS Shokhuvi,13060102803
Chumoukedima,Dhansiripar,GPS Shitovi,13060102602
Chumoukedima,Dhansiripar,GHSS Singrijan,13060100202
Chumoukedima,Dhansiripar,GMS Singrijan C,13060100102
Chumoukedima,Dhansiripar,GPS Seluophe,13060103201
Chumoukedima,Dhansiripar,GMS Murise,13060101603
Chumoukedima,Dhansiripar,GMS Tsithrongse,13060101702
Chumoukedima,Dhansiripar,GMS Bade,13060102204
Chumoukedima,Dhansiripar,GMS Urra,13060101504
Chumoukedima,Dhansiripar,GPS Bade Upper Khel,13060102205
Chumoukedima,Dhansiripar,GMS Pimla,13060100803
Chumoukedima,Dhansiripar,GMS Zutovi,13060101902
Chumoukedima,Dhansiripar,GPS Vihoshe,13060103001
Chumoukedima,Medziphema,GMS 7th Mile Village,13060301902
Chumoukedima,Medziphema,GPS 7th Mile Model Village,13060306101
Chumoukedima,Medziphema,GPS Sodzulhou,13060305401
Chumoukedima,Medziphema,GHS Chumoukedima Village,13060300302
Chumoukedima,Medziphema,GHSS Chumoukedima,13060300301
Chumoukedima,Medziphema,GPS Chumoukedima Village,13060300303
Chumoukedima,Medziphema,GMS Khaibung,13060303103
Chumoukedima,Medziphema,GPS Hekheshe,13060302302
Chumoukedima,Medziphema,GPS Zhuikhu,13060305002
Chumoukedima,Medziphema,GHS Maova,13060300803
Chumoukedima,Medziphema,GMS Tsuuma,13060302502
Chumoukedima,Medziphema,GPS Chathe,13060306301
Chumoukedima,Medziphema,GPS New Maova,13060302801
Chumoukedima,Medziphema,GHSS Medziphema,13060300601
Chumoukedima,Medziphema,GMS Medziphema Kuki,13060303702
Chumoukedima,Medziphema,GMS Medziphema Town,13060303802
Chumoukedima,Medziphema,GMS Medziphema Village,13060301803
Chumoukedima,Medziphema,GPS Agri Colony,13060305901
Chumoukedima,Medziphema,GHS Molvom,13060304701
Chumoukedima,Medziphema,GMS Jharnapani,13060303602
Chumoukedima,Medziphema,GMS Kukidolong,13060302403
Chumoukedima,Medziphema,GMS Molvom,13060304703
Chumoukedima,Medziphema,GPS Bungsang,13060302901
Chumoukedima,Medziphema,GPS Kupuhe,13060304301
Chumoukedima,Medziphema,GHS Naga United,13060300905
Chumoukedima,Medziphema,GMS Model Village 5Th Mile,13060301405
Chumoukedima,Medziphema,GMS Sugar Mill,13060304904
Chumoukedima,Medziphema,GHS Piphema,13060300402
Chumoukedima,Medziphema,GMS Piphema Bazar,13060304802
Chumoukedima,Medziphema,GPS Piphema Old,13060303401
Chumoukedima,Medziphema,GMS New Chumoukedima,13060304402
Chumoukedima,Medziphema,GMS Ruzaphema,13060300201
Chumoukedima,Medziphema,GPS New Chumu B,13060305802
Chumoukedima,Medziphema,GPS Paglapahar,13060305801
Chumoukedima,Medziphema,GPS Ruzaphema Block 3,13060300202
Chumoukedima,Medziphema,GMS Seithekema A,13060302103
Chumoukedima,Medziphema,GMS Seithekema Basa,13060302002
Chumoukedima,Medziphema,GMS Seithekema C,13060300502
Chumoukedima,Medziphema,GMS Seithekema Old,13060304603
Chumoukedima,Medziphema,GMS New Socunoma,13060305305
Chumoukedima,Medziphema,GMS Sirhima,13060303002
Chumoukedima,Medziphema,GPS Geljang,13060306501
Chumoukedima,Medziphema,GPS Peduzha,13060306201
Chumoukedima,Medziphema,GPS Sirhi Angami,13060302601
Chumoukedima,Medziphema,GHS Sovima,13060300107
Chumoukedima,Medziphema,GMS Khriezephe,13060301202
Chumoukedima,Medziphema,GPS Sovima F Khel,13060306001
Chumoukedima,Medziphema,GMS Chumukedima Block IV,13060301302
Chumoukedima,Medziphema,GHS Tenyiphe I,13060301003
Chumoukedima,Medziphema,GPS Tenyiphe I A Khel,13060301005
Chumoukedima,Medziphema,GMS Tenyiphe II,13060301006
Chumoukedima,Medziphema,GMS Vidima,13060302702
Chumoukedima,Medziphema,GPS Tenyiphe III Virazouma,13060305701
Chumoukedima,Medziphema,GMS Sakipheto,13060305102
Chumoukedima,Medziphema,GMS Tsiepama,13060301702
Chumoukedima,Medziphema,GPS Pherima Alato,13060300704
Chumoukedima,Medziphema,GPS Tsiepama Model,13060301704
Dimapur,Dimapur Urban,GHS Burma Camp,13060500609
Dimapur,Dimapur Urban,GMS Chakhesang Colony,13060500802
Dimapur,Dimapur Urban,GMS Veterinary Colony,13060501502
Dimapur,Dimapur Urban,GMS Ward 4 Ragailong,13060504301
Dimapur,Dimapur Urban,GHSS Dimapur,13060500502
Dimapur,Dimapur Urban,GMS Dimapur Town,13060500508
Dimapur,Dimapur Urban,GMS Kuda,13060502902
Dimapur,Dimapur Urban,GPS Mishikito,13060505301
Dimapur,Dimapur Urban,GPS Ward No.20 Imkonglenden,13060502404
Dimapur,Dimapur Urban,GMS Duncan Ao,13060500202
Dimapur,Dimapur Urban,GMS Duncan Lotha,13060500108
Dimapur,Dimapur Urban,GPS Ward 13,13060503601
Dimapur,Dimapur Urban,GHSS Lengrijan,13060502011
Dimapur,Dimapur Urban,GPS Industrial Village Razuphe,13060504601
Dimapur,Dimapur Urban,GPS Lengrijan,13060502007
Dimapur,Dimapur Urban,GMS Naga New Model Ao,13060503302
Dimapur,Dimapur Urban,GMS Naga New Model Sumi,13060501103
Dimapur,Dimapur Urban,GPS Naga New Model Angami,13060501004
Dimapur,Dimapur Urban,GPS Naga New Model Lotha,13060500901
Dimapur,Dimapur Urban,GMS Phaipijang,13060503202
Dimapur,Dimapur Urban,GPS Nagarjan A,13060502903
Dimapur,Dimapur Urban,GPS Toulazouma,13060504401
Dimapur,Dimapur Urban,GPS Valley View,13060505201
Dimapur,Dimapur Urban,GHS Sarbura,13060500408
Dimapur,Dimapur Urban,GMS Aoyimkum,13060502802
Dimapur,Dimapur Urban,GMS Indisen,13060500407
Dimapur,Dimapur Urban,GPS Kacharigaon Phevima,13060504501
Dimapur,Dimapur Urban,GPS Senjum,13060500405
Dimapur,Dimapur Urban,GHS Sematilla,13060503001
Dimapur,Dimapur Urban,GMS Ward 23 Metha Colony,13060503802
Dimapur,Dimapur Urban,GMS Lhomithi,13060501607
Dimapur,Dimapur Urban,GHS Signal Angami,13060501804
Dimapur,Dimapur Urban,GPS Kevijau Colony,13060504801
Dimapur,Dimapur Urban,GPS Y. Zhimo Colony,13060504701
Dimapur,Dimapur Urban,GHS Thahekhu,13060501907
Dimapur,Dimapur Urban,GMS Rangapahar Crossing,13060500701
Dimapur,Dimapur Urban,GMS Sangtamilla,13060501302
Dimapur,Dimapur Urban,GPS Thahekhu Block 7,13060501909
Dimapur,Dimapur Urban,GMS Midland Dimapur,13060501205
Dimapur,Dimapur Urban,GMS Zeliangrong,13060501406
Dimapur,Dimapur Urban,GPS K. Sachu Colony,13060501608
Dimapur,Khushiabil,GMS Chekiye,13060200401
Dimapur,Khushiabil,GPS Chekiye Aphuyesah,13060200410
Dimapur,Khushiabil,GPS Chekiye Aqasa,13060200408
Dimapur,Khushiabil,GPS Thilixu Block 1,13060201505
Dimapur,Khushiabil,GPS Thilixu Block 4,13060201507
Dimapur,Khushiabil,GHS Darogapathar,13060203404
Dimapur,Khushiabil,GHS Naharbari,13060200605
Dimapur,Khushiabil,GHS Thilixu,13060201501
Dimapur,Khushiabil,GPS Thilixu Block 2,13060201506
Dimapur,Khushiabil,GHSS Diphupar A,13060206001
Dimapur,Khushiabil,GMS Diphupar Ao,13060201701
Dimapur,Khushiabil,GPS Diphupar Angami,13060202401
Dimapur,Khushiabil,GPS Diphupar Chakhesang,13060202301
Dimapur,Khushiabil,GHS Diphupar B,13060202703
Dimapur,Khushiabil,GPS Ikishe,13060212001
Dimapur,Khushiabil,GMS Diphupar Sumi,13060201604
Dimapur,Khushiabil,GMS Diphupar Tangkhul,13060202004
Dimapur,Khushiabil,GPS Diphupar Lotha,13060203201
Dimapur,Khushiabil,GPS Diphupar Rongmei,13060203701
Dimapur,Khushiabil,GMS Dubagaon,13060200801
Dimapur,Khushiabil,GPS Eralibil,13060201301
Dimapur,Khushiabil,GPS K Hollohon,13060205801
Dimapur,Khushiabil,GMS Aoyimti,13060206202
Dimapur,Khushiabil,GMS Ekranipathar,13060210102
Dimapur,Khushiabil,GPS Aoyimti,13060206201
Dimapur,Khushiabil,GPS Kirha,13060212201
Dimapur,Khushiabil,GHS Khaghaboto,13060210802
Dimapur,Khushiabil,GPS Ghonivi,13060210501
Dimapur,Khushiabil,GPS Pishikhu,13060211201
Dimapur,Khushiabil,GMS Hoito,13060209702
Dimapur,Khushiabil,GMS Khehokhu,13060209202
Dimapur,Khushiabil,GMS Suhoi,13060209402
Dimapur,Khushiabil,GPS Xekiye,13060208501
Dimapur,Khushiabil,GHS Kuhuboto,13060208701
Dimapur,Khushiabil,GMS Pukhato,13060208603
Dimapur,Khushiabil,GPS Ghokito,13060208401
Dimapur,Khushiabil,GPS Kuhuboto,13060208704
Dimapur,Khushiabil,GPS Luzheto,13060211301
Dimapur,Khushiabil,GPS S Hotovi,13060209001
Dimapur,Khushiabil,GHS Kushiabill,13060204602
Dimapur,Khushiabil,GMS Darogajan,13060206602
Dimapur,Khushiabil,GPS Bamunpukhuri A,13060203601
Dimapur,Khushiabil,GPS Doshehe,13060204603
Dimapur,Khushiabil,GHS Nihoto,13060208902
Dimapur,Khushiabil,GMS Lotovi,13060209303
Dimapur,Khushiabil,GPS Henivi,13060207901
Dimapur,Khushiabil,GPS Khughovi,13060208201
Dimapur,Khushiabil,GPS Hukato,13060211501
Dimapur,Khushiabil,GPS Nizhevi Khushiabil,13060209501
Dimapur,Khushiabil,GPS Vikuho,13060209601
Dimapur,Khushiabil,GPS Zuvukhu,13060211601
Dimapur,Khushiabil,GPS Kiyezhe,13060211602
Dimapur,Khushiabil,GHSS Purana Bazar,13060200301
Dimapur,Khushiabil,GMS Padumpukhuri,13060201405
Dimapur,Khushiabil,GMS Purana Bazar A,13060201103
Dimapur,Khushiabil,GPS Padumpukhuri Block 3,13060201409
Dimapur,Khushiabil,GPS Purana Bazar Sumi,13060212101
Dimapur,Khushiabil,GMS Sahoi,13060210902
Dimapur,Khushiabil,GMS Shitoi,13060211401
Dimapur,Khushiabil,GPS Hevishe,13060210601
Dimapur,Khushiabil,GPS Kiyelho,13060210701
Dimapur,Khushiabil,GPS Xukiye,13060208801
Dimapur,Khushiabil,GMS Showuba Old,13060208303
Dimapur,Khushiabil,GMS Xelhozhe,13060204605
Dimapur,Khushiabil,GPS Aoyim,13060210401
Dimapur,Khushiabil,GPS Showuba New Loyir,13060208001
Dimapur,Khushiabil,GHS Toluvi,13060201804
Dimapur,Khushiabil,GMS Bamunpukhuri B,13060203502
Dimapur,Khushiabil,GMS Purana Bazar B,13060206103
Dimapur,Khushiabil,GMS Zani,13060202502
Dimapur,Khushiabil,GPS Samaguri,13060201201
Dimapur,Khushiabil,GMS Hokhezhe,13060211702
Dimapur,Khushiabil,GMS Vihokhu,13060208103
Dimapur,Khushiabil,GMS Ekhyo Yan,13060206402
Dimapur,Khushiabil,GMS Shozukhu,13060206501
Dimapur,Khushiabil,GMS Zukihe,13060211001
Dimapur,Khushiabil,GPS L Hotovi,13060206301
Kiphire,Kiphire,GHS Amahator,13100801202
Kiphire,Kiphire,GMS Changchor,13100800401
Kiphire,Kiphire,GPS Amahator Village,13100803302
Kiphire,Kiphire,GMS Anatongre,13100802402
Kiphire,Kiphire,GPS Anatongre,13100802401
Kiphire,Kiphire,GPS Tsongphong,13100802801
Kiphire,Kiphire,GPS Kisetong,13100802203
Kiphire,Kiphire,GHS Kichang,13100800201
Kiphire,Kiphire,GMS Hurong,13100801301
Kiphire,Kiphire,GHS Yangphi,13100800125
Kiphire,Kiphire,GHSS Kiphire Town,13100800101
Kiphire,Kiphire,GMS Kiphire Town Station B,13100800102
Kiphire,Kiphire,GMS Kipongya,13100800112
Kiphire,Kiphire,GMS Longya,13100800122
Kiphire,Kiphire,GMS Medical Ward,13100800114
Kiphire,Kiphire,GMS Phed Ward,13100800113
Kiphire,Kiphire,GPS Kiza,13100800127
Kiphire,Kiphire,GPS Longthonger,13100801601
Kiphire,Kiphire,GMS Kiphire Village,13100801802
Kiphire,Kiphire,GPS Kiphire Village,13100801804
Kiphire,Kiphire,GHS Longmatra Town,13100800702
Kiphire,Kiphire,GPS Longmatra Town,13100802901
Kiphire,Kiphire,GPS Longmatra Town Station B,13100802903
Kiphire,Kiphire,GPS Longmatra Village,13100802702
Kiphire,Kiphire,GPS Nyutsu,13100802405
Kiphire,Kiphire,GPS Azesto,13100803801
Kiphire,Kiphire,GPS New Longmatra,13100802001
Kiphire,Kiphire,GPS Ngromi,13100801101
Kiphire,Kiphire,GHS Phelungre,13100800503
Kiphire,Kiphire,GPS Phelungre,13100800502
Kiphire,Kiphire,GMS New Risethsi,13100801001
Kiphire,Kiphire,GMS Old Risethsi,13100801501
Kiphire,Kiphire,GMS Yingshukiur,13100801401
Kiphire,Kiphire,GMS Sanphure,13100800901
Kiphire,Kiphire,GMS Tutheyo,13100801901
Kiphire,Kiphire,GPS Sangtsoze,13100803601
Kiphire,Kiphire,GHS Singrep,13100800601
Kiphire,Kiphire,GPS Langkok,13100802101
Kiphire,Kiphire,GPS Pongren,13100802301
Kiphire,Kiphire,GPS Tutheze,13100802601
Kiphire,Pungro,GPS Khong,13100900109
Kiphire,Pungro,GPS Longkhimvong,13100901001
Kiphire,Pungro,GMS Khongjiri,13100901301
Kiphire,Pungro,GPS Lopfukhong,13100901601
Kiphire,Pungro,GPS Hakkomute,13100900108
Kiphire,Pungro,GPS Khongka,13100901501
Kiphire,Pungro,GHS Kiusam Town,13100900501
Kiphire,Pungro,GPS Kiusam,13100903801
Kiphire,Pungro,GPS Luthur,13100901101
Kiphire,Pungro,GPS Tekenvong,13100900901
Kiphire,Pungro,GHS Mimi Village,13100900604
Kiphire,Pungro,GPS Mutenkhong,13100900107
Kiphire,Pungro,GMS Moya,13100902601
Kiphire,Pungro,GPS New Vongti,13100900802
Kiphire,Pungro,GMS Penkim,13100901201
Kiphire,Pungro,GPS Fakim,13100901401
Kiphire,Pungro,GPS Tsundang,13100903001
Kiphire,Pungro,GHS Phuvkiu Village,13100900304
Kiphire,Pungro,GMS Zhimkiur,13100900702
Kiphire,Pungro,GMS Longtsunger,13100901901
Kiphire,Pungro,GMS Pokphur,13100902201
Kiphire,Pungro,GPS Chikiuponger,13100902301
Kiphire,Pungro,GHSS Pungro Town,13100900101
Kiphire,Pungro,GMS Pungro Town,13100900102
Kiphire,Pungro,GMS Pungro Village,13100902501
Kiphire,Pungro,GPS Pungro Forest Ward,13100900111
Kiphire,Pungro,GPS Old Vongti,13100900801
Kiphire,Pungro,GHS Salomi,13100900204
Kiphire,Pungro,GPS Khongsa,13100903902
Kiphire,Pungro,GMS Thanamir,13100901701
Kiphire,Pungro,GMS Metonger,13100902001
Kiphire,Pungro,GMS Sangkhumti,13100902101
Kiphire,Pungro,GPS Sangthsong,13100902401
Kiphire,Pungro,GPS Vongtsuvong,13100903701
Kiphire,Pungro,GMS Zanger,13100900403
Kiphire,Pungro,GPS Iponger,13100901801
Kiphire,Seyochung,GHS Longya,13101001401
Kiphire,Seyochung,GPS Thangthure Sector B,13101000502
Kiphire,Seyochung,GPS Yingphire,13101000401
Kiphire,Seyochung,GMS Natsami A,13101002501
Kiphire,Seyochung,GPS Natsami B,13101002301
Kiphire,Seyochung,GHS Phisami,13101001102
Kiphire,Seyochung,GPS Lukhami,13101001001
Kiphire,Seyochung,GHS Seyochung Town,13101000101
Kiphire,Seyochung,GPS Yangzithong A,13101000801
Kiphire,Seyochung,GPS Yangzithong B,13101000901
Kiphire,Seyochung,GPS New Monger,13101000201
Kiphire,Seyochung,GHS Seyochung Village,13101000602
Kiphire,Seyochung,GPS Shothumi A,13101001201
Kiphire,Seyochung,GPS Shothumi B,13101001301
Kiphire,Seyochung,GHS Sitimi Town,13101001701
Kiphire,Seyochung,GMS Nitoi,13101001901
Kiphire,Seyochung,GPS Kiyezhe Village,13101002901
Kiphire,Seyochung,GPS Nikiye,13101002801
Kiphire,Seyochung,GPS Sitimi A,13101001501
Kiphire,Seyochung,GPS Sitimi B,13101001601
Kiphire,Seyochung,GPS Honito,13101001801
Kiphire,Seyochung,GMS Thsinger,13101000701
Kiphire,Seyochung,GPS Langzanger,13101002401
Kiphire,Seyochung,GMS Thazuvi,13101002001
Kiphire,Seyochung,GMS Yangsekyu,13101002101
Kiphire,Seyochung,GPS Xuvishe,13101002701
Kohima,Chiephobozou,GHS Botsa,13070300802
Kohima,Chiephobozou,GHSS Chiechama,13070300404
Kohima,Chiephobozou,GMS Chiechama Centre,13070300402
Kohima,Chiephobozou,GPS Nachama,13070300501
Kohima,Chiephobozou,GHS Diki,13070302602
Kohima,Chiephobozou,GPS Diho Bawe,13070302601
Kohima,Chiephobozou,GMS Gareiphema,13070301001
Kohima,Chiephobozou,GPS Gareiphe Basa,13070301101
Kohima,Chiephobozou,GMS Kijumetouma,13070302801
Kohima,Chiephobozou,GPS Kijumetouma Basa,13070303401
Kohima,Chiephobozou,GMS Chuziema,13070301701
Kohima,Chiephobozou,GMS Meriema,13070301601
Kohima,Chiephobozou,GHS Nerhe Model,13070300103
Kohima,Chiephobozou,GMS Tekhuzie,13070300102
Kohima,Chiephobozou,GPS Nerhe Phezha,13070300301
Kohima,Chiephobozou,GPS Tsiesebou,13070300101
Kohima,Chiephobozou,GHS Rusoma,13070301803
Kohima,Chiephobozou,GPS Ruso Bawe,13070301802
Kohima,Chiephobozou,GMS Seiyhama,13070300701
Kohima,Chiephobozou,GPS Seiyha Phesa,13070303101
Kohima,Chiephobozou,GPS Tsiemekhuma,13070301901
Kohima,Chiephobozou,GPS Tsiemekhuma Basa,13070302001
Kohima,Chiephobozou,GMS Tsiesema,13070301401
Kohima,Chiephobozou,GPS Tsiesema Basa,13070301501
Kohima,Chiephobozou,GMS Tuophema,13070300903
Kohima,Chiephobozou,GPS Tuophe Phezou,13070303201
Kohima,Chiephobozou,GPS Teichuma,13070303301
Kohima,Chiephobozou,GPS Viphoma,13070302301
Kohima,Chiephobozou,GHS Zhadima,13070301204
Kohima,Chiephobozou,GPS Zhadi Basa,13070301201
Kohima,Chiephobozou,GPS Zhadi Kimho,13070301203
Kohima,Chiephobozou,GMS Phekerkriema,13070301301
Kohima,Chiephobozou,GMS Ziezou,13070302101
Kohima,L.Khel,GHS Chandmari,13070701205
Kohima,L.Khel,GMS Lower Chandmari,13070701302
Kohima,L.Khel,GPS Tsiepfu Tsiepfhe,13070701507
Kohima,L.Khel,GMS Chedema,13070702402
Kohima,L.Khel,GPS Chedema Model Village,13070702501
Kohima,L.Khel,GHS Forest Colony,13070701704
Kohima,L.Khel,GMS Officer's Hill,13070701002
Kohima,L.Khel,GPS P. R. Hill,13070701902
Kohima,L.Khel,GHS Phezoucha New Sectt. Colony,13070702307
Kohima,L.Khel,GPS High School Area,13070700108
Kohima,L.Khel,Ruzhukhrie GHSS,13070700101
Kohima,L.Khel,GMS L Khel,13070702306
Kohima,L.Khel,GPS Kenuozou,13070700306
Kohima,L.Khel,GMS Kruoliezou,13070702304
Kohima,L.Khel,Tm GHSS,13070702305
Kohima,L.Khel,GHS New Market,13070700804
Kohima,L.Khel,GHS Bayavu,13070700204
Kohima,L.Khel,GHS Daklane,13070700702
Kohima,L.Khel,GMS Merulietsa,13070701803
Kohima,L.Khel,GMS Naga Bazar,13070700401
Kohima,L.Khel,GPS Lower Naga Bazar,13070700404
Kohima,L.Khel,GPS New Keziekie,13070700303
Kohima,L.Khel,GPS Sepfuzou,13070700207
Kohima,L.Khel,GMS Aradura Lerie Chazou,13070701607
Kohima,L.Khel,GMS New Minister Hill,13070701609
Kohima,L.Khel,GMS Cwsn Lerie,13070701611
Kohima,L.Khel,GHS PWD,13070701101
Kohima,L.Khel,GHS Midland Kohima,13070700902
Kohima,L.Khel,GMS Potterlane,13070701403
Kohima,L.Khel,Dr. Neilhouzhu Kire GHSS,13070702002
Kohima,L.Khel,GMS D Khel,13070702001
Kohima,L.Khel,GMS Keyake,13070702107
Kohima,L.Khel,GMS P Khel,13070702101
Kohima,L.Khel,GMS T Khel,13070702201
Kohima,L.Khel,GPS D Block,13070700604
Kohima,L.Khel,GPS Garuzou,13070702110
Kohima,L.Khel,GPS Kitsubozou,13070700501
Kohima,L.Khel,GPS Ruziezou,13070702003
Kohima,Secu Zubza,GHS Tasazhu Jotsoma,13070800109
Kohima,Secu Zubza,GHSS Jotsoma,13070800104
Kohima,Secu Zubza,GPS Jotsoma Phezhu,13070800101
Kohima,Secu Zubza,GPS Jotsoma Upper,13070800102
Kohima,Secu Zubza,GHS Khonoma,13070800204
Kohima,Secu Zubza,GPS Chayagei,13070800207
Kohima,Secu Zubza,GPS Dzukhwekie,13070800202
Kohima,Secu Zubza,GPS Dzuleke,13070800301
Kohima,Secu Zubza,GHS Kiruphema,13070800802
Kohima,Secu Zubza,GPS Lielhokhuzou,13070800803
Kohima,Secu Zubza,GPS Peducha,13070800801
Kohima,Secu Zubza,GPS Kiruphema Basa,13070800701
Kohima,Secu Zubza,GMS Mengujuma,13070800901
Kohima,Secu Zubza,GMS Thekrejuma,13070801101
Kohima,Secu Zubza,GHS Mezoma,13070800403
Kohima,Secu Zubza,GPS Mezo Basa,13070801301
Kohima,Secu Zubza,GPS Mezo Kuotsu,13070800401
Kohima,Secu Zubza,GHSS Sechu Zubza,13070800602
Kohima,Secu Zubza,GPS Sechu Zubza Upper,13070800604
Kohima,Secu Zubza,GPS Tsuru Zubza,13070800605
Kohima,Secu Zubza,GPS Sechuma,13070800501
Kohima,Secu Zubza,GMS Orphanage Seithogei,13070801001
Kohima,Secu Zubza,GPS Lerumedi,13070801401
Kohima,Viswema,GHS Jakhama,13070200303
Kohima,Viswema,GMS Jakhama,13070200301
Kohima,Viswema,GPS Zhodi,13070200309
Kohima,Viswema,GHS Kezocha,13070200902
Kohima,Viswema,GMS Kezoma,13070200904
Kohima,Viswema,GMS Kidima,13070201204
Kohima,Viswema,GPS Kidima B,13070201202
Kohima,Viswema,GHS Khuzama,13070200103
Kohima,Viswema,GPS Khuzama,13070200101
Kohima,Viswema,GHSS Kigwema,13070200404
Kohima,Viswema,GMS Kigwema,13070200401
Kohima,Viswema,GPS Kigwema C,13070200403
Kohima,Viswema,GPS Kipfuzha,13070200407
Kohima,Viswema,GMS Mima,13070200701
Kohima,Viswema,GMS Mitelephe,13070200601
Kohima,Viswema,GMS Pfuchama,13070200501
Kohima,Viswema,GMS Phesama,13070200801
Kohima,Viswema,GPS Tekhuba New Reserve,13070200805
Kohima,Viswema,GHS Sakhabama,13070201301
Kohima,Viswema,GMS Kezo Town,13070201101
Kohima,Viswema,GPS Kezo Basa,13070201001
Kohima,Viswema,GHSS Viswema,13070200206
Kohima,Viswema,GMS K Khel Viswema,13070200202
Kohima,Viswema,GPS R.Khel Viswema,13070200205
Longleng,Longleng,GHS Bhumnyu,13090600406
Longleng,Longleng,GPS Bhumnyu A,13090600404
Longleng,Longleng,GPS Bhumnyu B,13090600405
Longleng,Longleng,GPS Dungkhao,13090603201
Longleng,Longleng,GHS Namching,13090600604
Longleng,Longleng,GMS Hukphang A,13090600306
Longleng,Longleng,GPS Hukphan B,13090600302
Longleng,Longleng,GPS Hukphang C,13090600304
Longleng,Longleng,GPS Lingtak,13090600305
Longleng,Longleng,GPS Namching,13090600601
Longleng,Longleng,Bautung Higher Secondary School,13090600121
Longleng,Longleng,GHS Nyengching,13090600107
Longleng,Longleng,GMS Block,13090600129
Longleng,Longleng,GMS Leinak,13090600125
Longleng,Longleng,GMS Pupei,13090602001
Longleng,Longleng,GMS Shayung,13090600101
Longleng,Longleng,GMS Station,13090600128
Longleng,Longleng,GPS Noklangkong,13090600126
Longleng,Longleng,GPS Nyengching,13090600106
Longleng,Longleng,GPS Oushok,13090600102
Longleng,Longleng,GPS Shauli,13090600123
Longleng,Longleng,GPS Tongpen,13090600127
Longleng,Longleng,GMS Orangkong A,13090601204
Longleng,Longleng,GPS Orangkong B,13090601202
Longleng,Longleng,GPS Orangkong C,13090600122
Longleng,Longleng,GMS Mongtikang,13090601502
Longleng,Longleng,GMS Pongching B,13090601701
Longleng,Longleng,GPS Pongching A,13090601601
Longleng,Longleng,GHS Pongo,13090600507
Longleng,Longleng,GPS Hongnyu,13090600506
Longleng,Longleng,GPS Pongo A,13090600501
Longleng,Longleng,GPS Pongo B,13090600502
Longleng,Longleng,GHS Sakshi,13090600703
Longleng,Longleng,GPS Sakshi A,13090600701
Longleng,Longleng,GPS Sakshi B,13090600702
Longleng,Longleng,GPS Yimchong,13090600705
Longleng,Longleng,GHS Yachem,13090601003
Longleng,Longleng,GHS Yaongyimchen,13090601105
Longleng,Longleng,GPS Alayong,13090602201
Longleng,Longleng,GPS Noksosang,13090602301
Longleng,Longleng,GPS Yachem A,13090601001
Longleng,Longleng,GPS Yachem B,13090601002
Longleng,Longleng,GPS Yaongyimchen A,13090601101
Longleng,Longleng,GMS Auching A,13090600905
Longleng,Longleng,GMS Yangching,13090600802
Longleng,Longleng,GPS Auching B,13090600902
Longleng,Longleng,GHS Yonghphang,13090601301
Longleng,Longleng,GPS Yongphang A,13090601303
Longleng,Longleng,GPS Yongphang B,13090601302
Longleng,Tamlu,GMS Anaikhai Phom Khel,13090701501
Longleng,Tamlu,GPS Ladigarh,13090701401
Longleng,Tamlu,GPS Shamnyuching,13090701201
Longleng,Tamlu,GHS Buranamsang,13090701304
Longleng,Tamlu,GPS Buranamsang A,13090701301
Longleng,Tamlu,GPS Buranamsang B,13090701302
Longleng,Tamlu,GPS Buranamsang C,13090701303
Longleng,Tamlu,GPS Ngetchongching,13090701101
Longleng,Tamlu,GPS Yonglok,13090701803
Longleng,Tamlu,GPS Nyang B,13090700502
Longleng,Tamlu,GMS Nyang B,13090700503
Longleng,Tamlu,GMS Yongam,13090700405
Longleng,Tamlu,GPS  Mechong,13090700505
Longleng,Tamlu,GPS Namhaching,13090701903
Longleng,Tamlu,GMS Shetap,13090701003
Longleng,Tamlu,GHS K. Khel Tamlu,13090700901
Longleng,Tamlu,GHS Kangching,13090700706
