sl no,District,Block,School Name,UDISE Code
1,Chumoukedima,Dhansiripar,GHS Akahuto,13060100901
2,Chumoukedima,Dhansiripar,GPS Phushito,13060103301
3,Chumoukedima,Dhansiripar,GHS Dhansiripar,13060102002
4,Chumoukedima,Dhansiripar,GMS Amaluma,13060102502
5,Chumoukedima,Dhansiripar,GMS Dhansiripar,13060102007
6,Chumoukedima,Dhansiripar,GMS Diezephe,13060101802
7,Chumoukedima,Dhansiripar,GPS Khopanala,13060103501
8,Chumoukedima,Dhansiripar,GMS Doyapur,13060102102
9,Chumoukedima,Dhansiripar,GPS Doyapur,13060102101
10,Chumoukedima,Dhansiripar,GPS Ganeshnagar,13060100301
11,Chumoukedima,Dhansiripar,GMS Hazadisa,13060101202
12,Chumoukedima,Dhansiripar,GMS Khekiho,13060100602
13,Chumoukedima,Dhansiripar,GMS Kiyeto,13060101402
14,Chumoukedima,Dhansiripar,GMS Razhaphe,13060102702
15,Chumoukedima,Dhansiripar,GPS Razaphebasa,13060103101
16,Chumoukedima,Dhansiripar,GPS Khiamnok,13060302704
17,Chumoukedima,Dhansiripar,GHS Lhothavi,13060102302
18,Chumoukedima,Dhansiripar,GPS Ghowoto,13060102401
19,Chumoukedima,Dhansiripar,GPS Khekiye,13060100401
20,Chumoukedima,Dhansiripar,GPS Shikuto,13060103401
21,Chumoukedima,Dhansiripar,GMS Manglumukh,13060101102
22,Chumoukedima,Dhansiripar,GPS Daniel Hollohon,13060100501
23,Chumoukedima,Dhansiripar,GMS Shikavi,13060101002
24,Chumoukedima,Dhansiripar,GPS AK Industrial,13060103601
25,Chumoukedima,Dhansiripar,GPS Toshezu,13060100701
26,Chumoukedima,Dhansiripar,GMS Disaguphu,13060101302
27,Chumoukedima,Dhansiripar,GMS Shokhuvi,13060102803
28,Chumoukedima,Dhansiripar,GPS Shitovi,13060102602
29,Chumoukedima,Dhansiripar,GHSS Singrijan,13060100202
30,Chumoukedima,Dhansiripar,GMS Singrijan C,13060100102
31,Chumoukedima,Dhansiripar,GPS Seluophe,13060103201
32,Chumoukedima,Dhansiripar,GMS Murise,13060101603
33,Chumoukedima,Dhansiripar,GMS Tsithrongse,13060101702
34,Chumoukedima,Dhansiripar,GMS Bade,13060102204
35,Chumoukedima,Dhansiripar,GMS Urra,13060101504
36,Chumoukedima,Dhansiripar,GPS Bade Upper Khel,13060102205
37,Chumoukedima,Dhansiripar,GMS Pimla,13060100803
38,Chumoukedima,Dhansiripar,GMS Zutovi,13060101902
39,Chumoukedima,Dhansiripar,GPS Vihoshe,13060103001
40,Chumoukedima,Medziphema,GMS 7th Mile Village,13060301902
41,Chumoukedima,Medziphema,GPS 7th Mile Model Village,13060306101
42,Chumoukedima,Medziphema,GPS Sodzulhou,13060305401
43,Chumoukedima,Medziphema,GHS Chumoukedima Village,13060300302
44,Chumoukedima,Medziphema,GHSS Chumoukedima,13060300301
45,Chumoukedima,Medziphema,GPS Chumoukedima Village,13060300303
46,Chumoukedima,Medziphema,GMS Khaibung,13060303103
47,Chumoukedima,Medziphema,GPS Hekheshe,13060302302
48,Chumoukedima,Medziphema,GPS Zhuikhu,13060305002
49,Chumoukedima,Medziphema,GHS Maova,13060300803
50,Chumoukedima,Medziphema,GMS Tsuuma,13060302502
51,Chumoukedima,Medziphema,GPS Chathe,13060306301
52,Chumoukedima,Medziphema,GPS New Maova,13060302801
53,Chumoukedima,Medziphema,GHSS Medziphema,13060300601
54,Chumoukedima,Medziphema,GMS Medziphema Kuki,13060303702
55,Chumoukedima,Medziphema,GMS Medziphema Town,13060303802
56,Chumoukedima,Medziphema,GMS Medziphema Village,13060301803
57,Chumoukedima,Medziphema,GPS Agri Colony,13060305901
58,Chumoukedima,Medziphema,GHS Molvom,13060304701
59,Chumoukedima,Medziphema,GMS Jharnapani,13060303602
60,Chumoukedima,Medziphema,GMS Kukidolong,13060302403
61,Chumoukedima,Medziphema,GMS Molvom,13060304703
62,Chumoukedima,Medziphema,GPS Bungsang,13060302901
63,Chumoukedima,Medziphema,GPS Kupuhe,13060304301
64,Chumoukedima,Medziphema,GHS Naga United,13060300905
65,Chumoukedima,Medziphema,GMS Model Village 5Th Mile,13060301405
66,Chumoukedima,Medziphema,GMS Sugar Mill,13060304904
67,Chumoukedima,Medziphema,GHS Piphema,13060300402
68,Chumoukedima,Medziphema,GMS Piphema Bazar,13060304802
69,Chumoukedima,Medziphema,GPS Piphema Old,13060303401
70,Chumoukedima,Medziphema,GMS New Chumoukedima,13060304402
71,Chumoukedima,Medziphema,GMS Ruzaphema,13060300201
72,Chumoukedima,Medziphema,GPS New Chumu B,13060305802
73,Chumoukedima,Medziphema,GPS Paglapahar,13060305801
74,Chumoukedima,Medziphema,GPS Ruzaphema Block 3,13060300202
75,Chumoukedima,Medziphema,GMS Seithekema A,13060302103
76,Chumoukedima,Medziphema,GMS Seithekema Basa,13060302002
77,Chumoukedima,Medziphema,GMS Seithekema C,13060300502
78,Chumoukedima,Medziphema,GMS Seithekema Old,13060304603
79,Chumoukedima,Medziphema,GMS New Socunoma,13060305305
80,Chumoukedima,Medziphema,GMS Sirhima,13060303002
81,Chumoukedima,Medziphema,GPS Geljang,13060306501
82,Chumoukedima,Medziphema,GPS Peduzha,13060306201
83,Chumoukedima,Medziphema,GPS Sirhi Angami,13060302601
84,Chumoukedima,Medziphema,GHS Sovima,13060300107
85,Chumoukedima,Medziphema,GMS Khriezephe,13060301202
86,Chumoukedima,Medziphema,GPS Sovima F Khel,13060306001
87,Chumoukedima,Medziphema,GMS Chumukedima Block IV,13060301302
88,Chumoukedima,Medziphema,GHS Tenyiphe I,13060301003
89,Chumoukedima,Medziphema,GPS Tenyiphe I A Khel,13060301005
90,Chumoukedima,Medziphema,GMS Tenyiphe II,13060301006
91,Chumoukedima,Medziphema,GMS Vidima,13060302702
92,Chumoukedima,Medziphema,GPS Tenyiphe III Virazouma,13060305701
93,Chumoukedima,Medziphema,GMS Sakipheto,13060305102
94,Chumoukedima,Medziphema,GMS Tsiepama,13060301702
95,Chumoukedima,Medziphema,GPS Pherima Alato,13060300704
96,Chumoukedima,Medziphema,GPS Tsiepama Model,13060301704
97,Dimapur,Dimapur Urban,GHS Burma Camp,13060500609
98,Dimapur,Dimapur Urban,GMS Chakhesang Colony,13060500802
99,Dimapur,Dimapur Urban,GMS Veterinary Colony,13060501502
100,Dimapur,Dimapur Urban,GMS Ward 4 Ragailong,13060504301
101,Dimapur,Dimapur Urban,GHSS Dimapur,13060500502
102,Dimapur,Dimapur Urban,GMS Dimapur Town,13060500508
103,Dimapur,Dimapur Urban,GMS Kuda,13060502902
104,Dimapur,Dimapur Urban,GPS Mishikito,13060505301
105,Dimapur,Dimapur Urban,GPS Ward No.20 Imkonglenden,13060502404
106,Dimapur,Dimapur Urban,GMS Duncan Ao,13060500202
107,Dimapur,Dimapur Urban,GMS Duncan Lotha,13060500108
108,Dimapur,Dimapur Urban,GPS Ward 13,13060503601
109,Dimapur,Dimapur Urban,GHSS Lengrijan,13060502011
110,Dimapur,Dimapur Urban,GPS Industrial Village Razuphe,13060504601
111,Dimapur,Dimapur Urban,GPS Lengrijan,13060502007
112,Dimapur,Dimapur Urban,GMS Naga New Model Ao,13060503302
113,Dimapur,Dimapur Urban,GMS Naga New Model Sumi,13060501103
114,Dimapur,Dimapur Urban,GPS Naga New Model Angami,13060501004
115,Dimapur,Dimapur Urban,GPS Naga New Model Lotha,13060500901
116,Dimapur,Dimapur Urban,GMS Phaipijang,13060503202
117,Dimapur,Dimapur Urban,GPS Nagarjan A,13060502903
118,Dimapur,Dimapur Urban,GPS Toulazouma,13060504401
119,Dimapur,Dimapur Urban,GPS Valley View,13060505201
120,Dimapur,Dimapur Urban,GHS Sarbura,13060500408
121,Dimapur,Dimapur Urban,GMS Aoyimkum,13060502802
122,Dimapur,Dimapur Urban,GMS Indisen,13060500407
123,Dimapur,Dimapur Urban,GPS Kacharigaon Phevima,13060504501
124,Dimapur,Dimapur Urban,GPS Senjum,13060500405
125,Dimapur,Dimapur Urban,GHS Sematilla,13060503001
126,Dimapur,Dimapur Urban,GMS Ward 23 Metha Colony,13060503802
127,Dimapur,Dimapur Urban,GMS Lhomithi,13060501607
128,Dimapur,Dimapur Urban,GHS Signal Angami,13060501804
129,Dimapur,Dimapur Urban,GPS Kevijau Colony,13060504801
130,Dimapur,Dimapur Urban,GPS Y. Zhimo Colony,13060504701
131,Dimapur,Dimapur Urban,GHS Thahekhu,13060501907
132,Dimapur,Dimapur Urban,GMS Rangapahar Crossing,13060500701
133,Dimapur,Dimapur Urban,GMS Sangtamilla,13060501302
134,Dimapur,Dimapur Urban,GPS Thahekhu Block 7,13060501909
135,Dimapur,Dimapur Urban,GMS Midland Dimapur,13060501205
136,Dimapur,Dimapur Urban,GMS Zeliangrong,13060501406
137,Dimapur,Dimapur Urban,GPS K. Sachu Colony,13060501608
138,Dimapur,Khushiabil,GMS Chekiye,13060200401
139,Dimapur,Khushiabil,GPS Chekiye Aphuyesah,13060200410
140,Dimapur,Khushiabil,GPS Chekiye Aqasa,13060200408
141,Dimapur,Khushiabil,GPS Thilixu Block 1,13060201505
142,Dimapur,Khushiabil,GPS Thilixu Block 4,13060201507
143,Dimapur,Khushiabil,GHS Darogapathar,13060203404
144,Dimapur,Khushiabil,GHS Naharbari,13060200605
145,Dimapur,Khushiabil,GHS Thilixu,13060201501
146,Dimapur,Khushiabil,GPS Thilixu Block 2,13060201506
147,Dimapur,Khushiabil,GHSS Diphupar A,13060206001
148,Dimapur,Khushiabil,GMS Diphupar Ao,13060201701
149,Dimapur,Khushiabil,GPS Diphupar Angami,13060202401
150,Dimapur,Khushiabil,GPS Diphupar Chakhesang,13060202301
151,Dimapur,Khushiabil,GHS Diphupar B,13060202703
152,Dimapur,Khushiabil,GPS Ikishe,13060212001
153,Dimapur,Khushiabil,GMS Diphupar Sumi,13060201604
154,Dimapur,Khushiabil,GMS Diphupar Tangkhul,13060202004
155,Dimapur,Khushiabil,GPS Diphupar Lotha,13060203201
156,Dimapur,Khushiabil,GPS Diphupar Rongmei,13060203701
157,Dimapur,Khushiabil,GMS Dubagaon,13060200801
158,Dimapur,Khushiabil,GPS Eralibil,13060201301
159,Dimapur,Khushiabil,GPS K Hollohon,13060205801
160,Dimapur,Khushiabil,GMS Aoyimti,13060206202
161,Dimapur,Khushiabil,GMS Ekranipathar,13060210102
162,Dimapur,Khushiabil,GPS Aoyimti,13060206201
163,Dimapur,Khushiabil,GPS Kirha,13060212201
164,Dimapur,Khushiabil,GHS Khaghaboto,13060210802
165,Dimapur,Khushiabil,GPS Ghonivi,13060210501
166,Dimapur,Khushiabil,GPS Pishikhu,13060211201
167,Dimapur,Khushiabil,GMS Hoito,13060209702
168,Dimapur,Khushiabil,GMS Khehokhu,13060209202
169,Dimapur,Khushiabil,GMS Suhoi,13060209402
170,Dimapur,Khushiabil,GPS Xekiye,13060208501
171,Dimapur,Khushiabil,GHS Kuhuboto,13060208701
172,Dimapur,Khushiabil,GMS Pukhato,13060208603
173,Dimapur,Khushiabil,GPS Ghokito,13060208401
174,Dimapur,Khushiabil,GPS Kuhuboto,13060208704
175,Dimapur,Khushiabil,GPS Luzheto,13060211301
176,Dimapur,Khushiabil,GPS S Hotovi,13060209001
177,Dimapur,Khushiabil,GHS Kushiabill,13060204602
178,Dimapur,Khushiabil,GMS Darogajan,13060206602
179,Dimapur,Khushiabil,GPS Bamunpukhuri A,13060203601
180,Dimapur,Khushiabil,GPS Doshehe,13060204603
181,Dimapur,Khushiabil,GHS Nihoto,13060208902
182,Dimapur,Khushiabil,GMS Lotovi,13060209303
183,Dimapur,Khushiabil,GPS Henivi,13060207901
184,Dimapur,Khushiabil,GPS Khughovi,13060208201
185,Dimapur,Khushiabil,GPS Hukato,13060211501
186,Dimapur,Khushiabil,GPS Nizhevi Khushiabil,13060209501
187,Dimapur,Khushiabil,GPS Vikuho,13060209601
188,Dimapur,Khushiabil,GPS Zuvukhu,13060211601
189,Dimapur,Khushiabil,GPS Kiyezhe,13060211602
190,Dimapur,Khushiabil,GHSS Purana Bazar,13060200301
191,Dimapur,Khushiabil,GMS Padumpukhuri,13060201405
192,Dimapur,Khushiabil,GMS Purana Bazar A,13060201103
193,Dimapur,Khushiabil,GPS Padumpukhuri Block 3,13060201409
194,Dimapur,Khushiabil,GPS Purana Bazar Sumi,13060212101
195,Dimapur,Khushiabil,GMS Sahoi,13060210902
196,Dimapur,Khushiabil,GMS Shitoi,13060211401
197,Dimapur,Khushiabil,GPS Hevishe,13060210601
198,Dimapur,Khushiabil,GPS Kiyelho,13060210701
199,Dimapur,Khushiabil,GPS Xukiye,13060208801
200,Dimapur,Khushiabil,GMS Showuba Old,13060208303
201,Dimapur,Khushiabil,GMS Xelhozhe,13060204605
202,Dimapur,Khushiabil,GPS Aoyim,13060210401
203,Dimapur,Khushiabil,GPS Showuba New Loyir,13060208001
204,Dimapur,Khushiabil,GHS Toluvi,13060201804
205,Dimapur,Khushiabil,GMS Bamunpukhuri B,13060203502
206,Dimapur,Khushiabil,GMS Purana Bazar B,13060206103
207,Dimapur,Khushiabil,GMS Zani,13060202502
208,Dimapur,Khushiabil,GPS Samaguri,13060201201
209,Dimapur,Khushiabil,GMS Hokhezhe,13060211702
210,Dimapur,Khushiabil,GMS Vihokhu,13060208103
211,Dimapur,Khushiabil,GMS Ekhyo Yan,13060206402
212,Dimapur,Khushiabil,GMS Shozukhu,13060206501
213,Dimapur,Khushiabil,GMS Zukihe,13060211001
214,Dimapur,Khushiabil,GPS L Hotovi,13060206301
215,Kiphire,Kiphire,GHS Amahator,13100801202
216,Kiphire,Kiphire,GMS Changchor,13100800401
217,Kiphire,Kiphire,GPS Amahator Village,13100803302
218,Kiphire,Kiphire,GMS Anatongre,13100802402
219,Kiphire,Kiphire,GPS Anatongre,13100802401
220,Kiphire,Kiphire,GPS Tsongphong,13100802801
221,Kiphire,Kiphire,GPS Kisetong,13100802203
222,Kiphire,Kiphire,GHS Kichang,13100800201
223,Kiphire,Kiphire,GMS Hurong,13100801301
224,Kiphire,Kiphire,GHS Yangphi,13100800125
225,Kiphire,Kiphire,GHSS Kiphire Town,13100800101
226,Kiphire,Kiphire,GMS Kiphire Town Station B,13100800102
227,Kiphire,Kiphire,GMS Kipongya,13100800112
228,Kiphire,Kiphire,GMS Longya,13100800122
229,Kiphire,Kiphire,GMS Medical Ward,13100800114
230,Kiphire,Kiphire,GMS Phed Ward,13100800113
231,Kiphire,Kiphire,GPS Kiza,13100800127
232,Kiphire,Kiphire,GPS Longthonger,13100801601
233,Kiphire,Kiphire,GMS Kiphire Village,13100801802
234,Kiphire,Kiphire,GPS Kiphire Village,13100801804
235,Kiphire,Kiphire,GHS Longmatra Town,13100800702
236,Kiphire,Kiphire,GPS Longmatra Town,13100802901
237,Kiphire,Kiphire,GPS Longmatra Town Station B,13100802903
238,Kiphire,Kiphire,GPS Longmatra Village,13100802702
239,Kiphire,Kiphire,GPS Nyutsu,13100802405
240,Kiphire,Kiphire,GPS Azesto,13100803801
241,Kiphire,Kiphire,GPS New Longmatra,13100802001
242,Kiphire,Kiphire,GPS Ngromi,13100801101
243,Kiphire,Kiphire,GHS Phelungre,13100800503
244,Kiphire,Kiphire,GPS Phelungre,13100800502
245,Kiphire,Kiphire,GMS New Risethsi,13100801001
246,Kiphire,Kiphire,GMS Old Risethsi,13100801501
247,Kiphire,Kiphire,GMS Yingshukiur,13100801401
248,Kiphire,Kiphire,GMS Sanphure,13100800901
249,Kiphire,Kiphire,GMS Tutheyo,13100801901
250,Kiphire,Kiphire,GPS Sangtsoze,13100803601
251,Kiphire,Kiphire,GHS Singrep,13100800601
252,Kiphire,Kiphire,GPS Langkok,13100802101
253,Kiphire,Kiphire,GPS Pongren,13100802301
254,Kiphire,Kiphire,GPS Tutheze,13100802601
255,Kiphire,Pungro,GPS Khong,13100900109
256,Kiphire,Pungro,GPS Longkhimvong,13100901001
257,Kiphire,Pungro,GMS Khongjiri,13100901301
258,Kiphire,Pungro,GPS Lopfukhong,13100901601
259,Kiphire,Pungro,GPS Hakkomute,13100900108
260,Kiphire,Pungro,GPS Khongka,13100901501
261,Kiphire,Pungro,GHS Kiusam Town,13100900501
262,Kiphire,Pungro,GPS Kiusam,13100903801
263,Kiphire,Pungro,GPS Luthur,13100901101
264,Kiphire,Pungro,GPS Tekenvong,13100900901
265,Kiphire,Pungro,GHS Mimi Village,13100900604
266,Kiphire,Pungro,GPS Mutenkhong,13100900107
267,Kiphire,Pungro,GMS Moya,13100902601
268,Kiphire,Pungro,GPS New Vongti,13100900802
269,Kiphire,Pungro,GMS Penkim,13100901201
270,Kiphire,Pungro,GPS Fakim,13100901401
271,Kiphire,Pungro,GPS Tsundang,13100903001
272,Kiphire,Pungro,GHS Phuvkiu Village,13100900304
273,Kiphire,Pungro,GMS Zhimkiur,13100900702
274,Kiphire,Pungro,GMS Longtsunger,13100901901
275,Kiphire,Pungro,GMS Pokphur,13100902201
276,Kiphire,Pungro,GPS Chikiuponger,13100902301
277,Kiphire,Pungro,GHSS Pungro Town,13100900101
278,Kiphire,Pungro,GMS Pungro Town,13100900102
279,Kiphire,Pungro,GMS Pungro Village,13100902501
280,Kiphire,Pungro,GPS Pungro Forest Ward,13100900111
281,Kiphire,Pungro,GPS Old Vongti,13100900801
282,Kiphire,Pungro,GHS Salomi,13100900204
283,Kiphire,Pungro,GPS Khongsa,13100903902
284,Kiphire,Pungro,GMS Thanamir,13100901701
285,Kiphire,Pungro,GMS Metonger,13100902001
286,Kiphire,Pungro,GMS Sangkhumti,13100902101
287,Kiphire,Pungro,GPS Sangthsong,13100902401
288,Kiphire,Pungro,GPS Vongtsuvong,13100903701
289,Kiphire,Pungro,GMS Zanger,13100900403
290,Kiphire,Pungro,GPS Iponger,13100901801
291,Kiphire,Seyochung,GHS Longya,13101001401
292,Kiphire,Seyochung,GPS Thangthure Sector B,13101000502
293,Kiphire,Seyochung,GPS Yingphire,13101000401
294,Kiphire,Seyochung,GMS Natsami A,13101002501
295,Kiphire,Seyochung,GPS Natsami B,13101002301
296,Kiphire,Seyochung,GHS Phisami,13101001102
297,Kiphire,Seyochung,GPS Lukhami,13101001001
298,Kiphire,Seyochung,GHS Seyochung Town,13101000101
299,Kiphire,Seyochung,GPS Yangzithong A,13101000801
300,Kiphire,Seyochung,GPS Yangzithong B,13101000901
301,Kiphire,Seyochung,GPS New Monger,13101000201
302,Kiphire,Seyochung,GHS Seyochung Village,13101000602
303,Kiphire,Seyochung,GPS Shothumi A,13101001201
304,Kiphire,Seyochung,GPS Shothumi B,13101001301
305,Kiphire,Seyochung,GHS Sitimi Town,13101001701
306,Kiphire,Seyochung,GMS Nitoi,13101001901
307,Kiphire,Seyochung,GPS Kiyezhe Village,13101002901
308,Kiphire,Seyochung,GPS Nikiye,13101002801
309,Kiphire,Seyochung,GPS Sitimi A,13101001501
310,Kiphire,Seyochung,GPS Sitimi B,13101001601
311,Kiphire,Seyochung,GPS Honito,13101001801
312,Kiphire,Seyochung,GMS Thsinger,13101000701
313,Kiphire,Seyochung,GPS Langzanger,13101002401
314,Kiphire,Seyochung,GMS Thazuvi,13101002001
315,Kiphire,Seyochung,GMS Yangsekyu,13101002101
316,Kiphire,Seyochung,GPS Xuvishe,13101002701
317,Kohima,Chiephobozou,GHS Botsa,13070300802
318,Kohima,Chiephobozou,GHSS Chiechama,13070300404
319,Kohima,Chiephobozou,GMS Chiechama Centre,13070300402
320,Kohima,Chiephobozou,GPS Nachama,13070300501
321,Kohima,Chiephobozou,GHS Diki,13070302602
322,Kohima,Chiephobozou,GPS Diho Bawe,13070302601
323,Kohima,Chiephobozou,GMS Gareiphema,13070301001
324,Kohima,Chiephobozou,GPS Gareiphe Basa,13070301101
325,Kohima,Chiephobozou,GMS Kijumetouma,13070302801
326,Kohima,Chiephobozou,GPS Kijumetouma Basa,13070303401
327,Kohima,Chiephobozou,GMS Chuziema,13070301701
328,Kohima,Chiephobozou,GMS Meriema,13070301601
329,Kohima,Chiephobozou,GHS Nerhe Model,13070300103
330,Kohima,Chiephobozou,GMS Tekhuzie,13070300102
331,Kohima,Chiephobozou,GPS Nerhe Phezha,13070300301
332,Kohima,Chiephobozou,GPS Tsiesebou,13070300101
333,Kohima,Chiephobozou,GHS Rusoma,13070301803
334,Kohima,Chiephobozou,GPS Ruso Bawe,13070301802
335,Kohima,Chiephobozou,GMS Seiyhama,13070300701
336,Kohima,Chiephobozou,GPS Seiyha Phesa,13070303101
337,Kohima,Chiephobozou,GPS Tsiemekhuma,13070301901
338,Kohima,Chiephobozou,GPS Tsiemekhuma Basa,13070302001
339,Kohima,Chiephobozou,GMS Tsiesema,13070301401
340,Kohima,Chiephobozou,GPS Tsiesema Basa,13070301501
341,Kohima,Chiephobozou,GMS Tuophema,13070300903
342,Kohima,Chiephobozou,GPS Tuophe Phezou,13070303201
343,Kohima,Chiephobozou,GPS Teichuma,13070303301
344,Kohima,Chiephobozou,GPS Viphoma,13070302301
345,Kohima,Chiephobozou,GHS Zhadima,13070301204
346,Kohima,Chiephobozou,GPS Zhadi Basa,13070301201
347,Kohima,Chiephobozou,GPS Zhadi Kimho,13070301203
348,Kohima,Chiephobozou,GMS Phekerkriema,13070301301
349,Kohima,Chiephobozou,GMS Ziezou,13070302101
350,Kohima,L.Khel,GHS Chandmari,13070701205
351,Kohima,L.Khel,GMS Lower Chandmari,13070701302
352,Kohima,L.Khel,GPS Tsiepfu Tsiepfhe,13070701507
353,Kohima,L.Khel,GMS Chedema,13070702402
354,Kohima,L.Khel,GPS Chedema Model Village,13070702501
355,Kohima,L.Khel,GHS Forest Colony,13070701704
356,Kohima,L.Khel,GMS Officer's Hill,13070701002
357,Kohima,L.Khel,GPS P. R. Hill,13070701902
358,Kohima,L.Khel,GHS Phezoucha New Sectt. Colony,13070702307
359,Kohima,L.Khel,GPS High School Area,13070700108
360,Kohima,L.Khel,Ruzhukhrie GHSS,13070700101
361,Kohima,L.Khel,GMS L Khel,13070702306
362,Kohima,L.Khel,GPS Kenuozou,13070700306
363,Kohima,L.Khel,GMS Kruoliezou,13070702304
364,Kohima,L.Khel,Tm GHSS,13070702305
365,Kohima,L.Khel,GHS New Market,13070700804
366,Kohima,L.Khel,GHS Bayavu,13070700204
367,Kohima,L.Khel,GHS Daklane,13070700702
368,Kohima,L.Khel,GMS Merulietsa,13070701803
369,Kohima,L.Khel,GMS Naga Bazar,13070700401
370,Kohima,L.Khel,GPS Lower Naga Bazar,13070700404
371,Kohima,L.Khel,GPS New Keziekie,13070700303
372,Kohima,L.Khel,GPS Sepfuzou,13070700207
373,Kohima,L.Khel,GMS Aradura Lerie Chazou,13070701607
374,Kohima,L.Khel,GMS New Minister Hill,13070701609
375,Kohima,L.Khel,GMS Cwsn Lerie,13070701611
376,Kohima,L.Khel,GHS PWD,13070701101
377,Kohima,L.Khel,GHS Midland Kohima,13070700902
378,Kohima,L.Khel,GMS Potterlane,13070701403
379,Kohima,L.Khel,Dr. Neilhouzhu Kire GHSS,13070702002
380,Kohima,L.Khel,GMS D Khel,13070702001
381,Kohima,L.Khel,GMS Keyake,13070702107
382,Kohima,L.Khel,GMS P Khel,13070702101
383,Kohima,L.Khel,GMS T Khel,13070702201
384,Kohima,L.Khel,GPS D Block,13070700604
385,Kohima,L.Khel,GPS Garuzou,13070702110
386,Kohima,L.Khel,GPS Kitsubozou,13070700501
387,Kohima,L.Khel,GPS Ruziezou,13070702003
388,Kohima,Secu Zubza,GHS Tasazhu Jotsoma,13070800109
389,Kohima,Secu Zubza,GHSS Jotsoma,13070800104
390,Kohima,Secu Zubza,GPS Jotsoma Phezhu,13070800101
391,Kohima,Secu Zubza,GPS Jotsoma Upper,13070800102
392,Kohima,Secu Zubza,GHS Khonoma,13070800204
393,Kohima,Secu Zubza,GPS Chayagei,13070800207
394,Kohima,Secu Zubza,GPS Dzukhwekie,13070800202
395,Kohima,Secu Zubza,GPS Dzuleke,13070800301
396,Kohima,Secu Zubza,GHS Kiruphema,13070800802
397,Kohima,Secu Zubza,GPS Lielhokhuzou,13070800803
398,Kohima,Secu Zubza,GPS Peducha,13070800801
399,Kohima,Secu Zubza,GPS Kiruphema Basa,13070800701
400,Kohima,Secu Zubza,GMS Mengujuma,13070800901
401,Kohima,Secu Zubza,GMS Thekrejuma,13070801101
402,Kohima,Secu Zubza,GHS Mezoma,13070800403
403,Kohima,Secu Zubza,GPS Mezo Basa,13070801301
404,Kohima,Secu Zubza,GPS Mezo Kuotsu,13070800401
405,Kohima,Secu Zubza,GHSS Sechu Zubza,13070800602
406,Kohima,Secu Zubza,GPS Sechu Zubza Upper,13070800604
407,Kohima,Secu Zubza,GPS Tsuru Zubza,13070800605
408,Kohima,Secu Zubza,GPS Sechuma,13070800501
409,Kohima,Secu Zubza,GMS Orphanage Seithogei,13070801001
410,Kohima,Secu Zubza,GPS Lerumedi,13070801401
411,Kohima,Viswema,GHS Jakhama,13070200303
412,Kohima,Viswema,GMS Jakhama,13070200301
413,Kohima,Viswema,GPS Zhodi,13070200309
414,Kohima,Viswema,GHS Kezocha,13070200902
415,Kohima,Viswema,GMS Kezoma,13070200904
416,Kohima,Viswema,GMS Kidima,13070201204
417,Kohima,Viswema,GPS Kidima B,13070201202
418,Kohima,Viswema,GHS Khuzama,13070200103
419,Kohima,Viswema,GPS Khuzama,13070200101
420,Kohima,Viswema,GHSS Kigwema,13070200404
421,Kohima,Viswema,GMS Kigwema,13070200401
422,Kohima,Viswema,GPS Kigwema C,13070200403
423,Kohima,Viswema,GPS Kipfuzha,13070200407
424,Kohima,Viswema,GMS Mima,13070200701
425,Kohima,Viswema,GMS Mitelephe,13070200601
426,Kohima,Viswema,GMS Pfuchama,13070200501
427,Kohima,Viswema,GMS Phesama,13070200801
428,Kohima,Viswema,GPS Tekhuba New Reserve,13070200805
429,Kohima,Viswema,GHS Sakhabama,13070201301
430,Kohima,Viswema,GMS Kezo Town,13070201101
431,Kohima,Viswema,GPS Kezo Basa,13070201001
432,Kohima,Viswema,GHSS Viswema,13070200206
433,Kohima,Viswema,GMS K Khel Viswema,13070200202
434,Kohima,Viswema,GPS R.Khel Viswema,13070200205
435,Longleng,Longleng,GHS Bhumnyu,13090600406
436,Longleng,Longleng,GPS Bhumnyu A,13090600404
437,Longleng,Longleng,GPS Bhumnyu B,13090600405
438,Longleng,Longleng,GPS Dungkhao,13090603201
439,Longleng,Longleng,GHS Namching,13090600604
440,Longleng,Longleng,GMS Hukphang A,13090600306
441,Longleng,Longleng,GPS Hukphan B,13090600302
442,Longleng,Longleng,GPS Hukphang C,13090600304
443,Longleng,Longleng,GPS Lingtak,13090600305
444,Longleng,Longleng,GPS Namching,13090600601
445,Longleng,Longleng,Bautung Higher Secondary School,13090600121
446,Longleng,Longleng,GHS Nyengching,13090600107
447,Longleng,Longleng,GMS Block,13090600129
448,Longleng,Longleng,GMS Leinak,13090600125
449,Longleng,Longleng,GMS Pupei,13090602001
450,Longleng,Longleng,GMS Shayung,13090600101
451,Longleng,Longleng,GMS Station,13090600128
452,Longleng,Longleng,GPS Noklangkong,13090600126
453,Longleng,Longleng,GPS Nyengching,13090600106
454,Longleng,Longleng,GPS Oushok,13090600102
455,Longleng,Longleng,GPS Shauli,13090600123
456,Longleng,Longleng,GPS Tongpen,13090600127
457,Longleng,Longleng,GMS Orangkong A,13090601204
458,Longleng,Longleng,GPS Orangkong B,13090601202
459,Longleng,Longleng,GPS Orangkong C,13090600122
460,Longleng,Longleng,GMS Mongtikang,13090601502
461,Longleng,Longleng,GMS Pongching B,13090601701
462,Longleng,Longleng,GPS Pongching A,13090601601
463,Longleng,Longleng,GHS Pongo,13090600507
